timestamp,1,2,3
2025-02-04 17:07:53.446640,0,0,0
2025-02-04 17:07:53.446677,1,2,3
2025-02-04 17:07:53.446678,2,4,6
2025-02-04 17:07:53.446682,3,6,9
2025-02-04 17:07:53.446682,4,8,12
2025-02-04 17:07:53.446686,5,10,15
2025-02-04 17:07:53.446686,6,12,18
2025-02-04 17:07:53.446690,7,14,21
2025-02-04 17:07:53.446690,8,16,24
2025-02-04 17:07:53.446693,9,18,27
2025-02-04 17:07:53.446694,10,20,30
2025-02-04 17:07:53.446697,11,22,33
2025-02-04 17:07:53.446698,12,24,36
2025-02-04 17:07:53.446701,13,26,39
2025-02-04 17:07:53.446702,14,28,42
2025-02-04 17:07:53.446705,15,30,45
2025-02-04 17:07:53.446706,16,32,48
2025-02-04 17:07:53.446709,17,34,51
2025-02-04 17:07:53.446709,18,36,54
2025-02-04 17:07:53.446714,19,38,57
2025-02-04 17:07:53.446715,20,40,60
2025-02-04 17:07:53.446718,21,42,63
2025-02-04 17:07:53.446719,22,44,66
2025-02-04 17:07:53.446722,23,46,69
2025-02-04 17:07:53.446722,24,48,72
2025-02-04 17:07:53.446726,25,50,75
2025-02-04 17:07:53.446726,26,52,78
2025-02-04 17:07:53.446729,27,54,81
2025-02-04 17:07:53.446730,28,56,84
2025-02-04 17:07:53.446733,29,58,87
2025-02-04 17:07:53.446734,30,60,90
2025-02-04 17:07:53.446737,31,62,93
2025-02-04 17:07:53.446738,32,64,96
2025-02-04 17:07:53.446741,33,66,99
2025-02-04 17:07:53.446741,34,68,102
2025-02-04 17:07:53.446745,35,70,105
2025-02-04 17:07:53.446745,36,72,108
2025-02-04 17:07:53.446748,37,74,111
2025-02-04 17:07:53.446749,38,76,114
2025-02-04 17:07:53.446752,39,78,117
2025-02-04 17:07:53.446753,40,80,120
2025-02-04 17:07:53.446756,41,82,123
2025-02-04 17:07:53.446756,42,84,126
2025-02-04 17:07:53.446760,43,86,129
2025-02-04 17:07:53.446760,44,88,132
2025-02-04 17:07:53.446763,45,90,135
2025-02-04 17:07:53.446764,46,92,138
2025-02-04 17:07:53.446767,47,94,141
2025-02-04 17:07:53.446768,48,96,144
2025-02-04 17:07:53.446778,49,98,147
2025-02-04 17:07:53.446779,50,100,150
2025-02-04 17:07:53.446782,51,102,153
2025-02-04 17:07:53.446783,52,104,156
2025-02-04 17:07:53.446786,53,106,159
2025-02-04 17:07:53.446787,54,108,162
2025-02-04 17:07:53.446790,55,110,165
2025-02-04 17:07:53.446791,56,112,168
2025-02-04 17:07:53.446795,57,114,171
2025-02-04 17:07:53.446796,58,116,174
2025-02-04 17:07:53.446823,59,118,177
2025-02-04 17:07:53.446847,60,120,180
2025-02-04 17:07:53.446877,61,122,183
2025-02-04 17:07:53.446878,62,124,186
2025-02-04 17:07:53.446881,63,126,189
2025-02-04 17:07:53.446882,64,128,192
2025-02-04 17:07:53.446885,65,130,195
2025-02-04 17:07:53.446886,66,132,198
2025-02-04 17:07:53.446889,67,134,201
2025-02-04 17:07:53.446890,68,136,204
2025-02-04 17:07:53.446893,69,138,207
2025-02-04 17:07:53.446894,70,140,210
2025-02-04 17:07:53.446896,71,142,213
2025-02-04 17:07:53.446897,72,144,216
2025-02-04 17:07:53.446900,73,146,219
2025-02-04 17:07:53.446901,74,148,222
2025-02-04 17:07:53.446904,75,150,225
2025-02-04 17:07:53.446905,76,152,228
2025-02-04 17:07:53.446908,77,154,231
2025-02-04 17:07:53.446908,78,156,234
2025-02-04 17:07:53.446911,79,158,237
2025-02-04 17:07:53.446912,80,160,240
2025-02-04 17:07:53.446915,81,162,243
2025-02-04 17:07:53.446915,82,164,246
2025-02-04 17:07:53.446918,83,166,249
2025-02-04 17:07:53.446919,84,168,252
2025-02-04 17:07:53.446922,85,170,255
2025-02-04 17:07:53.446923,86,172,258
2025-02-04 17:07:53.446926,87,174,261
2025-02-04 17:07:53.446927,88,176,264
2025-02-04 17:07:53.446930,89,178,267
2025-02-04 17:07:53.446930,90,180,270
2025-02-04 17:07:53.446933,91,182,273
2025-02-04 17:07:53.446934,92,184,276
2025-02-04 17:07:53.446937,93,186,279
2025-02-04 17:07:53.446937,94,188,282
2025-02-04 17:07:53.446940,95,190,285
2025-02-04 17:07:53.446941,96,192,288
2025-02-04 17:07:53.446944,97,194,291
2025-02-04 17:07:53.446945,98,196,294
2025-02-04 17:07:53.446948,99,198,297
